brand,model,description,price,exposition_days_count,images_count,label
JVC,AV-1400AE,Состояние нового. Диагональ телевизора 37.,3000.0,130,30,new
Toshiba,21CVZ5TR,Продаю телевизор в рабочем состоянии. Показывает отлично,1200.0,40,29,good
Samsung,UE49NU7300U,"Продам телевизор на запчасти, сломана матрица.",6000.0,165,5,bad
LG,65UK6300,"Продается телевизор с отрицательно работающей матрицей, матрицу нужно менять, остальное должно работать, лампа белая под матрицей горит, телевизор включается.",10000.0,106,7,bad
LG,49LJ622V,"В хорошем состоянии, без царапин, сколов.  Телевизор 2018 FULL HD, не Олед.  Смарт ТВ, wi fi, пульт указка. Доп. инфа по характеристикам - ГУГЛ, модель на фото.  В ремонте не был. Прослужит ещё лет 10 . 
За такую цену сказка. Самовывоз район Мега Адыгея.",25000.0,72,9,good
Samsung,LE32C454,"Телевизор работает без нареканий, все пиксели на месте. Покупаю новый поэтому продаю",7000.0,105,28,good
Sony,KLV-40NX500,Продам телевизор подставка отсутствует.По вопросам звоните.,8000.0,174,22,no_data
Toshiba,19AV703,"Телевизор в рабочем состоянии,жк, документы имеются, на смс не отвечаю, звоните!",5000.0,130,15,good
LG,55UN73506,"Продам телевизор. С двумя пультами, на ножках.
Все интересующие вопросы касаемо телевизора можно задать по телефону.
ЕСЛИ телефон не доступен, пишите здесь.",28555.0,76,5,no_data
Samsung,LE-22C450,ТВ рабочий .Поломали матрицу при замене ламп .Продаю на запчасти целиком . Есть ещё 2 лампы,2000.0,145,17,bad
Sony,KDL-43W807C,Телевизор 2016 года покупки,25000.0,20,15,no_data
LG,32LC42,в хорошем состоянии полностью рабочий,7500.0,172,27,good
Sitronics,STV-1401N,"Продам телевизор, маленький, компактный. С пультом управления. Цветной. Можно подключить как кабельный шнур, так и антенну. При просмотре, включу и в Вашем присутствии проверка.",1000.0,12,11,no_data
Panasonic,TC-14S20RDF,В рабочем состоянии без пульта,700.0,180,24,good
Toshiba,32L2353,"Телевизор б/у, повреждение на фото",1000.0,69,15,satisfactory
Philips,22PFL4208T,"Диагональ 22 ""
Разрешение 1920 x 1080 FULL HD
Формат экрана 16:9
Яркость экрана 250 кд/м2
Контрастность 100.000:1
Углы обзора 178 по горизонтали, 178 по вертикали
Частота обновления 200 Гц
Цифровой тюнер DVB-T
Цифровой тюнер DVB-T2
Цифровой тюнер DVB-C
Поддержка CI+/PCMCIA
Поддержка NTSC
Поддержка PAL
Поддержка SECAM
Мощность акустики 2 x 4 Вт
Поддержка Surround Sound
Процессор изображения Pixel Plus
Прогрессивная развертка
Поддержка HDTV
Встроенный Wi-Fi
Телетекст
Таймер сна
Таймер включения/выключения
Поддержка SMART TV
SMART TV
Форматы воспроизведения AVI, MKV, H264/MPEG-4 AVC, MPEG-1, MPEG-2, MPEG-4, WMV9/VC1, AAC, MP3, WMA (v2 up to v9.2), JPEG
Антенный вход IEC75
Разъем VGA (D-Sub)
Разъемов HDMI 2
Разъем SCART 1
Разъем компонентный 1
Разъем композитный (видео) 1
Разьем стерео аудио 1
Разъем RJ-45 (Ethernet) 1
Разъем CI+ 1
Разъем для наушников 1
Разъемов USB 2
Размер VESA 100x100",7000.0,77,4,no_data
iFFALCON,50K61,"50"" (127 см) Телевизор iFFALCON 50K61 черный

4K UltraHD, 3840x2160, DVB-S2, DVB-S, DVB-C, DVB-T2, Wi-Fi, Android TV, HDMI х 3, USB х 2
Смарт ТВ телевизор на Андроиде с вай-фай, возможна доставка",20000.0,71,3,no_data
LG,NanoCell 75SM9000,"В связи с переездом срочно продаётся телевизор LG в хорошем состоянии, документы в наличии.",190000.0,123,15,good
Samsung,UE49MU7000U,"Led Samsung 49 дюймов (124см) большой и красочный экран , состояние нового. Идеален. Все пиксели целы. Все исправно.",37000.0,93,19,new
Toshiba,42WP66R,Телевизор на запчасти. Торг уместен,5000.0,59,11,bad
Philips,42PF9731D,Телевизор на запчасти. Торг уместен,2000.0,112,13,bad
Haier,50 Smart TV MX,HAIER 50 на запчасти попали игрушкой в экран стекло целое повредили матрицу,1.0,75,23,bad
Витязь,43LF0207,"Телевизор жк Витязь 43lLF0207 неисправный пропало изображение звук есть каналы переключаются  телевизор покупали 21.01.2020г. внешний вид ТВ на отлично висел на стене. Инструкция, чек ,ножки ,пульт, коробка все в наличии. Телевизор не вскрывали. механических воздействий не было .",2500.0,141,14,bad
Yuno,ULX-55UTCS333,"Телевизор Yuno,разбит экран,продаю на запчасти",1500.0,39,16,bad
Philips,32PHS5505/60,"Телевизор ""32""(80см) Philips 32PHS5505/60
Использовался около 5 мес.
Хорошего утра, дня, ночи!!",15400.0,190,7,no_data
Toshiba,32S2855EC,"Набор плат телевизора toshiba 32s2855ec
Платы в рабочем состоянии, была разбита матрица",700.0,12,9,bad
Hyundai,H-LCD2206,Телевизор в состоянии нового!,5200.0,85,19,new
DNS,V40D8200,"🔥Отличный тонкий телевизор с ярким большим экраном.🔥
🔧Характеристики:
✅Диагональ 40""
✅Разрешение  Full HD 1920*1080
✅Частота обновления экрана 50-60 Гц
✅Технология экрана LED
✅Разъемы и интерфейсы AV-вход, SCART, USB Type-A, вход HDMI, вход HDMI x 4, вход VGA, выход аудио коаксиальный, композитный видеовход, компонентный видеовход, слот CI
✅Тип подсветки Edge LED
✅Мощность звука 20 Вт",8500.0,134,11,excellent
Samsung,QLED The Frame QE49LS03RAU,"Продам samsung the frame QE49LS03RAU
Разбита матрица. Могу продать отдельно one connect и сменную рамку белого цвета.",-1.0,159,2,bad
Sony,KDL-26BX320,"Телевизор Sony kdl-26bx320 с диагональю 26’’ (66см). 
Телевизор Бу, полностью рабочий, использовался не часто.",6000.0,182,27,good
LG,42LV3551,"Телевизор отлично работает. Нет подставки, и пульта, экран немного поцарапан. В остальном все работает и можно управлять им с кнопок на корпусе.

Характеристики:
диагональ: 42""
разрешение HD: Full HD
технология экрана: LED
разъемы и интерфейсы: AV-вход, выход на наушники, вход VGA, компонентный видеовход, композитный видеовход x 2, вход HDMI, вход HDMI x 3, USB Type-A, слот CI, выход аудио оптический, SCART
платформа Smart TV: без Smart TV
разрешение: 1920x1080
мощность звука: 20 Вт",10000.0,170,10,satisfactory
Philips,42PF5320,"В связи с переездом, продам орегинальный, плазменный телевизор Philips flat tv. 4  поколение 100см диагональ, стерео звук, телетайп и др. (Без интернета) Яркие и насыщенные цвета, которые никогда не пропадут, так как это плазма.  Покупался 80+ тыс",50000.0,127,26,good
Samsung,UE43MU6100U,Телевизор Samsung . Сломана матрица.,5000.0,114,15,bad
Philips,32PHT5301,В отличном состоянии.Пульт есть.Подставки нет.Wi-Fi.Smart.2017 года.Цифровые каналы принимает.,12000.0,66,13,excellent
Sony,KV-HW21M83,"Продаю телевизор, в рабочем состоянии, может кому пригодится.",5000.0,19,5,good
Оникс,72ТЦ11-38П,"Бу, засвет сбоку, на фото видео.",1000.0,151,29,satisfactory
Sony,KD-55XE8096,"Телевизо Sony 
Отличное состояние 
Не одного битого пикселя",50000.0,148,14,excellent
LG,43UK6450,"Разбит экран, все остальное как новое. Пульт, паспорт, коробка в наличии.",4000.0,113,5,bad
LG,55UK6550,"На запчасти, монитор разбит уронили",5000.0,134,13,bad
Samsung,LE40A330J1XRU,Продам некоторые внутренние составляющие телевизора.,100.0,62,8,bad
Hi,VHIT-32H169MS,"Телевизор hi 32 без Смарта,в хорошем состоянии.торга нет

✋Больше товара в моем профиле,смотрите!!!

👍Принимаем заказ на любой товар по телефону!

Всегда!!!

Огромный выбор: 

☎️Смартфонов и гаджетов 

💻Ноутбуков и планшетов

📺Телевизоров и другой техники 

🛠Электроинструмента

   И многого  другого!!!!!

💰Купи любой товар сейчас и без денег(рассрочка или беспроцентный кредит)

💳Оплати любым удобным способом: нал,безнал,перевод,бартер!!!

✈️Возможна доставка!!!

🔄Обмен вашего товара на наш!!!

ТАКЖЕ : 

💸Приобретём любой товар по выгодной для вас цене!!!

💸Деньги сразу,быстрая проверка!!!

💸Принимаем на комиссию БЕСПЛАТНО!!! 

🚚 Возможен выезд !!!

💪Работаем с частниками и организациями! Розница и опт!",8999.0,23,21,good
Thomson,28DP45EG,Здравстуйте отдам отличный телевизор в рабочем состоянии цена 2000р г Кировск ул Краснофлотская15,2000.0,187,8,good
Panasonic,TC-21S1,"В Наличии два телевизора, на запчасти. Panasonic ( Model TS -21 SI). Funai ( Model 2000 A MK 8). Самовывоз.",750.0,172,18,no_data
LG,43NANO776PA,"Продаю телевизор в связи с переездом 
Брал менее двух месяцев назад",35000.0,159,9,no_data
LG,32LH2000,"Продаю телевизор , в рабочем состоянии. Причина продажи подарили больше.",9900.0,104,22,good
Samsung,UE40F6400,"Диагональ 102 см Хороший торг, возможна доставка",15000.0,76,28,no_data
Samsung,UE32EH5007,Телевизор в отличном состоянии с хорошим качеством изображения!,11500.0,200,10,excellent
Panasonic,TC-15PM10R,"Продам цветной телевизор Panasonic 2001 года выпуска, модель ТС-15РМ10R",1000.0,192,20,no_data
Samsung,CS-29Z30HSQ,Без дефектов. Цена договорная,0.0,132,4,good
DIGMA,DM-LED39R201BT2,Неисправен. Нет изображения. Звук есть.,3500.0,99,21,bad
TELEFUNKEN,TF-LED28S16T2,Практически не ползуемся. Состояние нового!,9000.0,42,3,new
AIWA,24LE7020,"Teлeвизoр АIWA 24LE7020 Сделан в Кaлинингрaде.Пoлноcтью руcифициpoван.Б/у в oтличнoм cocтоянии.В комплeкте тeлевизop, блок питaния, пульт, наcтoльная подcтавка.Cамoвывоз.Оснoвныe хaрaктеpиcтикиТипЖК-тeлевизорДиагoнaль23.6 (60 cм)Формaт экрaнa16:9Pазрешение1366х768Разрешение НD720р.",5000.0,89,4,excellent
Samsung,UE49NU7170U,"Сгорела подсветка, Каму интересен ремонт и замарочки забирайте, + подставка под телевизор с креплением. Пульт каробка есть.",16000.0,117,4,bad
Hi,43FSY112X,Телевизор ещё в плёнке можно на запчасти,3000.0,144,27,bad
Rolsen,C1420,"В рабочем состоянии, без пульта",700.0,59,28,good
Sanyo,C-14ML1,"В рабочем состоянии, без пульта",1300.0,62,9,good
NEKO,LT-50NX7020S,"Телевизор б/у, куплен в декабре 2020, состояние хорошее. СМАРТ ТВ не поддерживает. Диагональ 32''. Из изъянов только отсутствие одной кнопки на пульте ДУ, не влияет на работу в целом. Разумный торг уместен. 
Звонить после 20:00, либо пишите.",11000.0,13,9,good
Philips,55PFL5507T,"ТВ PHILIPS модель 55PFL5507T/12 - 3D модель
май 2013. Пропало изображение звук есть, на пульт реагирует. При свете видны контуры. Матрица целая.
Мастера говорят либо инвертор, либо подсветка, на дому
не делают нужна диагностика. Полный комплект, бонусом
очки 3D.",9000.0,30,29,bad
Sony,KDL-40CX521,Побиты пиксели продам на запчасти или если кому нужен в пользование. Торг,3000.0,84,27,bad
Sharp,LC-32AD5RU,"☝️Пока объявление висит, оно актуально

Телевизор SHARP
Модель: LC-32AD5RU-BK
Диагональ: 32 дюйма (81 см)
Разрешение HD 720p
Все разъемы на фото

В комплекте: телевизор, подставка, кабель питания, пульт (потрёпанный, без двух кнопок)

Есть два дефекта: 1)тонкая недлинная полоска (смотреть ТВ не напрягает); 2)после транспортировки может не показывать (проблема решается несильным хлопком по рамке 😁)

❕При покупке любые проверки

❗По предварительной договоренности приму в зачёт вашу неисправную или исправную технику (телевизоры, варочные панели) 🔥🔥🔥

🚙 Я территориально нахожусь в Колпино. Можем договориться на встречу и в другом месте. По Колпино, Тельмана привезу бесплатно, в другие места - цена договорная (на бензин)

📞 По всем вопросам звоните (не всегда могу ответить) или пишите",4300.0,122,23,satisfactory
Samsung,LE-32B350,телевизор в хорошем состоянии. В комплекте пульт и кабель питания.,10000.0,4,9,good
Daewoo Electronics,KR-14V5TB,"Телевизор+тв приставка с усиленной антенной+2 пульта, отлично подойдёт на кухню для дачи или в бытовку на работе)",2500.0,7,4,no_data
Haier,LE50U6900UG,"Полный комплект 

Все работает 

Использовался редко",25000.0,1,10,good
Samsung,400UX-3,"Телевизор Samsung UE46F5000AK
Диагональ 46 дюймов (117 см)
В рабочем состоянии, но не работает разъём для ТВ кабеля, все остальные разъёмы в том числе и HDMI работают. 
Пульт управления потерялся, но докупается без проблем. Этот телек скорее подойдёт для просмотра фильмов через кабель HDMI и игр на приставке. 
Самовывоз из ЖК Я романтик",9000.0,11,28,satisfactory
LG,CF-20F30K,"Продам кинескопный телевизор LG в рабочем состоянии. Не ремонтировался, не вскрывался. 20 дюймов. Пульт есть, но на нём плохо нажимаются кнопки. Самовывоз с Заволжской промзоны.",500.0,59,24,good
Haier,LE40K6000SF,"Продаю телевизор Haier, диагональ 101 см, 1920х1080 full hd. Стоял года 3, за это время включался примерно всего 10-20 раз. До сих пор стоит в плёнках из магазина, если нужно отдам тв приставку от Ростелекома в подарок. Не смарт ТВ(!)",11000.0,87,30,new
Sony,KDL-19BX200,В рабочем состоянии. Корпус целый. Торг.,7000.0,195,20,good
Samsung,UE46H5303,"Отличный телевизор Full HD с функцией Smart TV, в идеальном состоянии с хорошей графикой и звуком. Диагональ телевизора 46 дюймов, то есть 117 см. Имеются порты USB и HDMI.",25000.0,97,9,excellent
LG,42LA644V,SOLD,12000.0,4,14,no_data
Samsung,LE-32C350,"В исправном состоянии. Есть небольшой дефект, в виде полосы в нижней части экрана (на фото видно), просмотру не мешает. Без пульта ДУ, без подставки.",4000.0,143,3,satisfactory
LG,65UN74006LA,Матрица требует замены,10000.0,9,9,bad
Philips,40PFL7605H,"Телевизор рабочий, в ремонте не был, работает отлично. Продаём т.к. Купили большой и новый.",14000.0,75,17,excellent
Philips,32PHT4509,"Мало был в использовании,стоял в коробке порядка 6 лет:) На рамке,ножке есть  пленка;пульт,коробка,доки все есть. Основные характеристики полностью раскрывающие суть телевизора на фото 3.
Преимущества:Smart,200Hz,
раскошная картинка высокого качества,(счас таких нет),мощный звук,все форматы флешки и HDD читает.",12990.0,190,23,good
LG,50PJ250R,"На запчасти, матрица целая, весь в сборе)",3500.0,56,22,bad
Samsung,PS63C7000,Продаётся телевизор на запчасти. Разбит экран.,10000.0,81,3,bad
Sharp,LC-40LE530,"Не использую, без деффектов",15000.0,66,20,good
Philips,40PFL5007T,"Телевизор в идеальном внешнем и внутреннем состоянии. 

Диагональ большая, подойдёт для установки в спальню или любую другую комнату для общего просмотра. 

Качество изображения отличное, в комплекте пульт.

Поддержка SmartTV",11000.0,25,2,excellent
Sitronics,STV-1402N,"Состояние рабочие, внешних дефектов нет. Пульт отсутствует",500.0,85,2,good
Sharp,LC-42SD1RU,Телевизор шарп,13500.0,38,21,no_data
Samsung,LE-32R81B,"Продаю телевизор Samsung LE-32R81B. Полностью рабочий. Хорошо подойдет на дачу. 
ФОРМАТ ЭКРАНА
16:9
РАЗРЕШЕНИЕ
1366X768
ДИАГОНАЛЬ
32"" (81 СМ)
ТИП
ЖК-ТЕЛЕВИЗОР
РАЗРЕШЕНИЕ HD
720P HD
УГОЛ ОБЗОРА
178°
ВРЕМЯ ОТКЛИКА ПИКСЕЛЯ
8 МС
ЯРКОСТЬ
550 КД/М2
ДИНАМИЧЕСКАЯ КОНТРАСТНОСТЬ
8000:1
СУММАРНАЯ МОЩНОСТЬ ЗВУКА
20 ВТ (2X10ВТ)",7500.0,25,4,good
Sony,KDL-32S4000,"В идеальном состоянии, почти не эксплуатировался. Стоял в коробке. Не ломался, в ремонте не был. Очень надёжная модель. Хaрактepистики Sоny КDL-32S4000
   ОБЩИЕ ХAРAКTEPИСТИKИ 
Стеpeoзвук ecть
Формат экpана 16:9
Paзpeшениe 1366x768
Диaгонaль 32"" (81 cм)
Тип ЖК-тeлевизop
Pазpешeниe НD 720p НD
BОСПPOИЗВЕДЕНИE *
Угoл обзopа 178°
Прoгpeсcивнaя рaзвеpткa eсть
Динамичеcкая кoнтрастность 30000:1
АУДИО *
Объемное звучание есть
Поддержка стереозвука NIСАМ есть
Суммарная мощность звука 20 Вт (2х10 Вт)
Акустическая система два динамика
Декодеры аудио Dоlby Digitаl
КАЧЕСТВО ПЕРЕДАЧИ СИГНАЛА *
DVВ-Т есть
Телетекст с памятью на 700 стр.
Поддержка телевизионных стандартов РАL, SЕСАМ, NТSС
Поддерживаемые форматы входного сигнала 480i, 480р, 576i, 576р, 720р, 1080i
Доступные разрешения при подключении к ПК 640х480, 800х600, 1024х768, 1360х768
Поддержка DVВ-С есть
ВОЗМОЖНОСТИ ПОДКЛЮЧЕНИЯ *
СI есть
На наушники есть
Wi-Fi нет
Входы АV, аудио х3, компонентный, SСАRТ х2, RGВ, VGА, НDМI х3
Разъемы на передней/боковой панели АV
Выходы аудио (стерео)
ФУНКЦИОНАЛЬНОСТЬ *
Мультиэкран есть
Картинка в картинке есть
Защита от детей есть
Таймер сна есть
Количество независимых ТV-тюнеров 1
Управление универсальный (мультибрендовый) пульт
ГАБАРИТЫ *
Вес без подставки 13 кг
Размеры без подставки (ШхВхГ) 809х542х99 мм
Размеры с подставкой (ШхВхГ) 809х584х242 мм
Вес с подставкой 15.5 кг
ДОПОЛНИТЕЛЬНАЯ ИНФОРМАЦИЯ *
Потребляемая мощность 101 Вт
   Цвет черный
Возможность крепления на стену есть. 
   Телевизор в  отличном состоянии, практически им не пользовались, хранился в коробке, полностью исправен, в ремонте не был!",14900.0,167,18,excellent
Shivaki,STV-2979,"Продам телевизор шиваки в рабочем состоянии, 2009, торг",3000.0,8,17,good
DEXP,H24G8000Q,"Состояние нового
Пользовались от силы неделю.
Кот попал игрушкой в телевизор,и полетела матрица.
Заморачиваться не стали,купили новый телевизор.Ремонт около 1500-2000

В телевизоре есть смарт тв и поддержка алисы с пульта.
24 диагональ",5000.0,148,2,bad
LG,42LM340T,"VESA 200 x 200
DVB-T2
4 пары очков 3D в комплекте
Пульт родной рабочий
Телевизор полностью исправный, в ремонте никогда не был, любые проверки.
Если нужен смарт ТВ то можно приобрести любую приставку от 1500 руб. на Android и будет гораздо лучше встроенных в ТВ.

Возможна доставка по городу.

Новое поколение 3D

Все места перед телевизором LG Cinema 3D — лучшие: благодаря широкому углу обзора изображение на его экране всегда яркое и четкое. Присаживайтесь, где хотите. Надевайте легкие, удобные, стильные 3D-очки и... наслаждайтесь!

Широкий угол обзора. Благодаря достаточному углу обзора технология LG CINEMA 3D позволяет просматривать фильмы даже большому количеству людей из любого места в помещении.

Сертифицированная технология Flicker-Free («Без мерцания»). LG Cinema 3D устраняет мерцание в очках, позволяя Вам ощутить все удовольствие от просмотра 3D изображения в течение продолжительного времени.

3D Light Boost. Благодаря технологии 3D Light Boost телевизоры LG CINEMA 3D делают изображение четким и до двух раз более ярким, чем у обычных 3D телевизоров.

Легкие 3D-очки. Очки LG Cinema 3D весят наполовину легче обычных 3D очков.

Вас ждет совершенно новый уровень комфорта!

Заводские данные
Гарантия АСЦ 24 мес.
Общие параметры
Тип телевизора LED-телевизор
Модель LG 42LM340T
Цвет рамки черный
Экран
Диагональ экрана 42"" (106 см)
Разрешение экрана 1920х1080 (FullHD)
Формат экрана 16:9
Стандарт HDTV Full HD 1080p
Параметры матрицы
Угол обзора 178° / 178°
Smart TV
3D возможности
Поддержка 3D есть
Технология 3D пассивная (поляризационная)
Прием сигнала
Цифровые тюнеры DVB-C, DVB-T, DVB-T2
Телетекст есть
Звук
Мощность звука 10 Вт
Объемное звучание есть
Мультимедиа
Воспроизведение с внешних носителей есть
Поддерживаемые носители USB
Основные видео файлы и кодеки DivX, MKV, Xvid
Основные аудио файлы и кодеки MP3
Основные графические файлы JPEG
Разъемы и коммутация
Количество HDMI портов 3
Другие аудио/видео входы
SCART, VGA (D-Sub), антенный вход, аудио x2, композитный AV, компонентный YPbPr
Выход для наушников есть
Другие аудио/видео выходы
аудио S/PDIF (оптический)
Количество USB портов 1
Слот для CI/PCMCIA есть
Другие порты и интерфейсы
Ethernet (RJ-45)
Функции
Поддержка DLNA есть
HDMI CEC есть (SIMPLINK)
Крепление
Возможность крепления на стену есть
Размер VESA 200 x 200
Дополнительная информация
Максимальная потребляемая мощность, Вт 100 Вт
Габариты и вес
Ширина без подставки 1017 мм
Высота без подставки 629 мм
Толщина без подставки 77 мм
Вес без подставки 13.1 кг
Ширина с подставкой 1017 мм
Высота с подставкой 695 мм
Толщина с подставкой 261 мм
Вес с подставкой 14.7 кг",14490.0,115,11,excellent
Samsung,UE55NU7300U,Продаю самсунг UE55NU7300U на запчасти.Разбит экран,7000.0,40,20,bad
Polarline,50PL53TC,"В эксплуатации был не больше года, ребёнок разбил матрицу. Остальное все работает.
Могу разобрать, если понадобится.",1500.0,172,18,bad
Philips,40PFL3088H,Телик норм состояние 9из10 показывает хорошо,14500.0,149,18,good
Samsung,LE40D550K1W,"все работает, кроме того, что стала меньше яркость экрана, торг уместен",7000.0,96,21,satisfactory
Samsung,UE50F6130AK,"Отличное состояние 
Все работает 
Пишите тут так как работаю

Общие характеристики Тип: ЖК-телевизор Диагональ: 50 дюймов (127 см) Формат экрана: 16:9 Разрешение: 1920x1080 Поддержка HD: 1080p Full HD Светодиодная (LED) подсветка: есть Стереозвук: есть Частота обновления: 200 Гц Поддержка 3D: есть, затворная технология, конвертация 2D в 3D Прогрессивная развертка: есть Поддержка стереозвука NICAM: есть Поддержка телевизионных стандартов: PAL, SECAM, NTSC Поддержка DVB-T2: есть Поддержка DVB-C: DVB-C MPEG4 Телетекст: есть Поддерживаемые форматы входного сигнала: 480i, 480p, 576i, 576p, 720p, 1080i, 1080p Доступные разрешения при подключении к ПК: до 1920x1080 Мощность звука: 20 Вт (2x10 Вт) Акустическая система: два динамика Объемное звучание: есть Декодер Dolby Digital: есть Автоматическое выравнивание громкости (AVL): есть Поддерживаемые форматы: MP3, MPEG4, MKV, JPEG Входы: AV, компонентный, HDMI x2, USB Выходы: оптический Разъем для наушников: есть Слот для CI/PCMCIA: есть Картинка в картинке: есть Количество независимых TV-тюнеров: 1 Таймер сна: есть Защита от детей: есть Цвет: черный Возможность крепления на стену: есть Потребляемая мощность: 152 Вт Размеры с подставкой (ШxВxГ): 1135x743x307 мм Вес с подставкой: 15.1 кг Размеры без подставки (ШxВxГ): 1135x660x49 мм Вес без подставки: 13.5 кг Дополнительная информация : POP, датчик присутствия, 200 Clear Motion Rate",23500.0,17,12,excellent
Philips,42HF7845,"В отличном состоянии. В комплекте пульт. Единственный минус - при включении нагревается минут 10. При покупке можете все проверить. 
Диагональ 42 дюйма (107см)",11000.0,133,30,excellent
Samsung,QLED QE50Q80TAU,В упаковке. Повреждения матрицы 30%.,15000.0,200,19,bad
Toshiba,22SL738,"Небольшой телевизор, 22 дюйма в отличном состоянии, без подножки. Отдам вместе с креплением к стене.",6000.0,186,7,excellent
Samsung,QLED UE55JS9000T,"Внешний блок one connect от телевизора Самсунг ue55js9000
BN94-08353K",9000.0,104,21,no_data
LG,50LB650V,"есть возможность работы с 3D, в т.ч. и в режиме конвертации 2D, а экран имеет высококачественную LED-подсветку локального типа с затемнением. В набор проводных интерфейсов входит MHL, а беспроводных — Wi-Fi с режимами Direct и Wi-Di., есть и функция Smart TV — с традиционным набором сервисов. 3 пары 3D-очков.

Экран: 50"", 1920x1080 пикс, 100Гц, идс 500 к/с
Мультимедиа: T2-тюнер, Smart TV, Wi-Fi, LAN

Поворотно-наклонный кронштейн + 1тр",30000.0,194,28,no_data
Samsung,UE46ES6307,"Продаю бу телевизор самсунг 46 дюймов (117см), led, smart TV, Wi-Fi, 3D (2d в 3d), есть дефект экрана - горизонтальные полосы (не пиксели, что это - не знаю, последнее фото) их не всегда видно, на однотонных и ближе к красному фонах, и небольшой засвет по краям, просмотру почти не мешает, через usb полосы практически незаметны, через сеть не пробовал. Телевизор достаточно большой и тонкий, за такие деньги весьма неплохой аппарат, можно починить, можно и так смотреть. 10000р, торг символический ""на бензин"" присутствует. Звонить с 18:00 до 23:00 в другое время могу не взять, работаю, по выходным звонить с утра до ночи, писать можно в любое время. Территориально поселок Аюта. Комплект - телевизор, пульт, подставка, шнур, кронштейна нет, очков 3d нет",10000.0,107,21,bad
Panasonic,TX-P(R)65VT60,"Размер экрана: 65 дюймов
Разрешение: 1920х1080
1080p Full HD
Доступ в интернет Smart TV присутствует",130000.0,49,2,no_data
Sanyo,C14-14R,Вопросы по телефону,1500.0,94,22,no_data
Irbis,24H1T001B,"Отличное состояние, в комплекте пульт и коробка. Диагональ 24"", Разрешение HD HD, Технология экрана LED, Разъемы и интерфейсы USB Type-A, выход аудио коаксиальный, выход на наушники, композитный видеовход, слот CI, слот CI/CI+, Разрешение 1366x768, Мощность звука 6 Вт.",7500.0,68,7,excellent
Samsung,CS-29Z58HPQ,Продаю б/у,20000.0,167,25,no_data
Sony,KV-21X4R,Продаю б/у,1000.0,112,18,no_data
Haier,32 Smart TV BX,"Звук работает,каналы переключаются экран разбит",-1.0,74,10,bad
Samsung,UE32EH5007,"Два телевизора LG и Samsung в хорошем состоянии, продаю по не надобности
Торг
Возможем обмен, предлагайте варианты",13000.0,134,29,good
LG,49UK6390,"!!Первому покупателю хороший торг!! Продаю свой телевизор LG в хорошем состоянии. Полностью исправен, всё работает. Повреждений нет. Шустрый smart, есть Bluetooth и Wi-Fi. Самовывоз.",36000.0,70,8,good
Samsung,UE28F4020,"Продаю свой, в замечательном состоянии , стоит без дела",4500.0,186,22,excellent
Витязь,37CTV720-3 Mobilvision-M,"продаётся тк давно не используется,  в рабочем состоянии.  пульт есть.  есть на корпусе ручка для переноски. самовывоз.",1000.0,128,27,good
Sharp,LC-32LD165,"Хороший рабочий ближе к новому телевизор, отличного качества. Всё есть в комплектации пульт не оригинал.",8550.0,179,25,new
DEXP,F40G7000C,Телевизору чуть больше 2 недель. Покупал в ДНС состояние идеальное! Покупал для офиса.,10000.0,113,30,new
DNS,22AE7000,"Продам свой любимый телик. Использовал как монитор для Пк. Покупал в 2015 году. Полностью в рабочем состоянии. 

Продаю по причине покупке монитора, этот теперь просто стоит на полке)",7000.0,131,19,good
Philips,22PFL3403,"Продаю полностью исправный телевизор Philips, диагональ 22.
Пульт в наличии, подставки нет, есть крепление на стену.",4000.0,11,29,good
Thomson,25DG17E,"Телевизор в отличном состоянии,работает хорошо, причина продажи, стал ненужен(так как преобрели новый)",1000.0,179,12,excellent
Samsung,UE58TU7160U,"Повреждена матрица остальное все норм. Б/у  1, 5 года . Диагональ 58’’ (147см). Продаю целиком или по запчастям . Торг уместен.",12000.0,33,15,bad
Philips,42PFL3604,"Продам телевизор philips 42pfl3604/60 без подставки. Полностью рабочий. 42 дюйма/106 см. В комплекте пульт и шнур питания. Цена 4000. Самовывоз из поселка Нивенское, ул. Калининградская.",4000.0,99,25,good
LG,49UH610V,"123см смарт работает идеально, отдает синим цветом, торг",21000.0,2,20,excellent
Samsung,QE50QN90AAU,"Телевизор витринный образец с коробкой. Произведен в Калуге.

Телевизор Neo QLED использует технологию Quantum Matrix для новой матрицы подсветки Quantum Mini LED. Благодаря точному управлению подсветкой экрана, вы можете наслаждаться великолепной детализацией изображения как в самых темных, так и в самых ярких сценах. Мощный квантовый процессор Samsung с поддержкой технологии глубокого обучения обеспечивает максимально высокое качество изображения. Процессор последовательно оптимизирует условия просмотра и улучшает качество контента. Мощная функция масштабирования изображения до 4K с использованием искусственного интеллекта обеспечивает просмотр контента в 4K даже если исходное качество просматриваемого контента, ниже. Широкая цветовая палитра, точные цветовые тона и более глубокий контраст позволяют различать на экране мельчайшие детали объектов. Технология динамических метаданных HDR10+ позволяет оптимизировать цвет и контрастность каждой сцены. Антибликовая технология не позволит яркому солнцу прервать матч, а отражение света ламп не испортит ваш вечерний просмотр любимого фильма. Минимальные искажения изображения от бликов не помешают вам погрузиться в происходящее на экране при просмотре новейшего блокбастера с любого места комнаты.",80000.0,143,1,excellent
